dominant_peer_ratio,seed,policy_id,total_requests,mean_latency_ms,migration_count,self_service_fraction,mean_remote_rtt_ms,total_served_ms,total_migration_rtt_ms,combined_ms_alpha1
0.3,10,lowest_rtt_w10,3006,74.237722,877,0.078842,78.420582,223158.592371,51102.268052,274260.860423
0.3,10,lowest_rtt_w20,3006,72.024730,547,0.064205,74.829129,216506.338966,29192.386704,245698.725670
0.3,10,lowest_rtt_w50,3006,69.820438,204,0.049568,71.357451,209880.237542,10440.562676,220320.800218
0.3,10,lowest_rtt_w100,3006,70.627613,160,0.061211,73.102270,212306.604947,8052.301356,220358.906303
0.3,10,oracle_a1,3006,28.685534,1247,0.324019,39.476730,86228.714854,40313.065923,126541.780777
0.3,11,static,3002,104.381627,0,0.044637,107.165148,313353.645576,0.000000,313353.645576
0.3,11,nearest,3002,101.555059,39,0.045636,104.315632,304868.286697,5006.591899,309874.878596
0.3,11,proposed_d0.0,3002,88.039095,539,0.178881,104.782703,264293.363116,55651.351346,319944.714462
0.3,11,proposed_d0.25,3002,89.834916,314,0.164890,105.177669,269684.416555,33497.535741,303181.952296
0.3,11,proposed_d1.0,3002,92.730453,237,0.145237,106.146851,278376.819414,25696.299867,304073.119281
0.3,11,lowest_rtt_w10,3002,83.233524,993,0.080280,88.324172,249867.037844,73389.257773,323256.295617
0.3,11,lowest_rtt_w20,3002,82.860731,711,0.058628,85.896644,248747.915185,46932.337917,295680.253102
0.3,11,lowest_rtt_w50,3002,84.327160,331,0.052632,86.900891,253150.133408,20885.870324,274036.003732
0.3,11,lowest_rtt_w100,3002,85.450557,247,0.061292,88.899422,256522.572546,14955.744016,271478.316562
0.3,11,oracle_a1,3002,25.282287,1553,0.304131,33.457839,75897.425986,46192.609314,122090.035300
0.3,12,static,3026,100.040014,0,0.044283,102.582671,302721.083187,0.000000,302721.083187
0.3,12,nearest,3026,112.639083,5,0.044283,115.765513,340845.863864,705.318650,341551.182514
0.3,12,proposed_d0.0,3026,87.483706,592,0.168539,102.811484,264725.693562,59972.864426,324698.557988
0.3,12,proposed_d0.25,3026,86.565677,331,0.158295,100.469469,261947.737509,32342.147870,294289.885379
0.3,12,proposed_d1.0,3026,87.363894,245,0.148381,100.237153,264363.144421,23788.786073,288151.930494
0.3,12,lowest_rtt_w10,3026,77.772549,992,0.079974,82.359099,235339.732837,64945.567344,300285.300181
0.3,12,lowest_rtt_w20,3026,76.125812,622,0.082617,80.801407,230356.706096,39289.727534,269646.433630
0.3,12,lowest_rtt_w50,3026,77.892242,383,0.073695,81.930048,235701.924746,21470.463432,257172.388178
0.3,12,lowest_rtt_w100,3026,76.803683,213,0.073364,80.726086,232407.946122,14242.214963,246650.161085
0.3,12,oracle_a1,3026,24.710851,1623,0.264045,30.859019,74775.035684,37618.926800,112393.962484
0.3,13,static,3014,96.533776,0,0.046782,99.173269,290952.801885,0.000000,290952.801885
0.3,13,nearest,3014,101.700327,23,0.049104,104.848843,306524.784819,3206.880352,309731.665171
0.3,13,proposed_d0.0,3014,84.520870,537,0.176178,100.168305,254745.902321,54089.743451,308835.645772
0.3,13,proposed_d0.25,3014,85.948091,315,0.158593,99.771114,259047.545654,30839.205991,289886.751645
0.3,13,proposed_d1.0,3014,88.115583,245,0.138354,99.943153,265580.367468,22469.859993,288050.227461
0.3,13,lowest_rtt_w10,3014,80.831083,1039,0.080956,85.775048,243624.882767,74567.691404,318192.574171
0.3,13,lowest_rtt_w20,3014,79.864284,634,0.074652,84.145913,240710.952376,41322.191460,282033.143836
0.3,13,lowest_rtt_w50,3014,83.614276,400,0.047113,85.649522,252013.427091,26881.615891,278895.042982
0.3,13,lowest_rtt_w100,3014,83.500838,252,0.052090,85.979533,251671.525694,16989.594833,268661.120527
0.3,13,oracle_a1,3014,25.869016,1574,0.304247,34.306730,77969.213591,40244.266762,118213.480353
0.3,14,static,3050,103.358286,0,0.046230,106.271149,315242.771238,0.000000,315242.771238
0.3,14,nearest,3050,111.265118,5,0.051475,115.194819,339358.610662,534.284486,339892.895148
0.3,14,proposed_d0.0,3050,91.656568,577,0.162295,107.026432,279552.532588,62878.888237,342431.420825
0.3,14,proposed_d0.25,3050,92.481216,318,0.151475,106.633582,282067.710309,34537.800830,316605.511139
0.3,14,proposed_d1.0,3050,93.467942,235,0.137705,106.074990,285077.223932,25257.561470,310334.785402
0.3,14,lowest_rtt_w10,3050,90.068651,1062,0.084262,96.172354,274709.384380,84556.711038,359266.095418
0.3,14,lowest_rtt_w20,3050,89.481094,625,0.086557,95.770760,272917.336030,48572.257141,321489.593171
0.3,14,lowest_rtt_w50,3050,93.800173,400,0.056721,97.320308,286090.526390,32511.976952,318602.503342
0.3,14,lowest_rtt_w100,3050,91.941683,223,0.056393,95.316934,280422.134653,17962.162440,298384.297093
0.3,14,oracle_a1,3050,30.201493,1627,0.307213,40.707314,92114.554655,49602.347621,141716.902276
0.3,15,static,3022,101.909986,0,0.047981,104.945422,307971.978352,0.000000,307971.978352
0.3,15,nearest,3022,111.794411,4,0.046989,115.207885,337842.709402,590.155156,338432.864558
0.3,15,proposed_d0.0,3022,88.207518,573,0.172402,104.165982,266563.119765,59287.181305,325850.301070
0.3,15,proposed_d0.25,3022,89.473688,317,0.160821,104.237179,270389.485166,33508.351101,303897.836267
0.3,15,proposed_d1.0,3022,92.809244,246,0.141959,105.833219,280469.536565,26301.550352,306771.086917
0.3,15,lowest_rtt_w10,3022,77.305643,860,0.074785,81.392580,233617.654274,58361.631686,291979.285960
0.3,15,lowest_rtt_w20,3022,77.247414,546,0.075447,81.387862,233441.685703,35810.130848,269251.816551
0.3,15,lowest_rtt_w50,3022,77.990646,260,0.062210,81.031663,235687.732918,20015.690912,255703.423830
0.3,15,lowest_rtt_w100,3022,77.316518,152,0.063534,80.426331,233650.517991,8859.644514,242510.162505
0.3,15,oracle_a1,3022,27.261295,1478,0.332892,37.866882,82383.633146,41170.953116,123554.586262
0.3,16,static,3097,89.369199,0,0.052954,92.254487,276776.409385,0.000000,276776.409385
0.3,16,nearest,3097,94.097672,5,0.051986,97.147987,291420.490351,504.173724,291924.664075
0.3,16,proposed_d0.0,3097,84.916486,543,0.186309,101.901729,262986.357510,55903.634010,318889.991520
0.3,16,proposed_d0.25,3097,86.367805,314,0.169519,101.589071,267481.091036,31698.505565,299179.596601
0.3,16,proposed_d1.0,3097,88.657501,229,0.149177,101.851340,274572.279754,23184.681400,297756.961154
0.3,16,lowest_rtt_w10,3097,78.960025,996,0.083952,84.013111,244539.196636,75048.674544,319587.871180
0.3,16,lowest_rtt_w20,3097,79.475971,677,0.072005,83.487503,246137.082697,50401.588975,296538.671672
0.3,16,lowest_rtt_w50,3097,82.519873,423,0.063287,85.960030,255564.046458,30812.627077,286376.673535
0.3,16,lowest_rtt_w100,3097,81.348449,282,0.059735,84.389474,251936.147128,19244.269611,271180.416739
0.3,16,oracle_a1,3097,24.073399,1575,0.333226,33.104753,74555.315650,43298.227350,117853.543000
0.3,17,static,2945,114.205137,0,0.049915,118.100117,336334.127877,0.000000,336334.127877
0.3,17,nearest,2945,92.298222,4,0.039389,94.000801,271818.265230,392.637675,272210.902905
0.3,17,proposed_d0.0,2945,84.488117,537,0.178947,100.466297,248817.505087,55358.061029,304175.566116
0.3,17,proposed_d0.25,2945,85.941146,308,0.166044,100.654184,253096.674948,31950.104478,285046.779426
0.3,17,proposed_d1.0,2945,88.196518,239,0.149745,101.377295,259738.746018,25020.780490,284759.526508
0.3,17,lowest_rtt_w10,2945,71.089719,793,0.081834,75.247494,209359.222858,46302.016228,255661.239086
0.3,17,lowest_rtt_w20,2945,69.718031,499,0.066214,72.519855,205319.600101,26493.934993,231813.535094
0.3,17,lowest_rtt_w50,2945,67.817682,218,0.051952,69.424454,199723.074265,9575.530826,209298.605091
0.3,17,lowest_rtt_w100,2945,67.154590,141,0.057385,69.121133,197770.266236,5985.417582,203755.683818
0.3,17,oracle_a1,2945,26.000866,1403,0.321562,35.376652,76572.551249,35727.260513,112299.811762
0.3,18,static,3040,101.363394,0,0.060855,105.802003,308144.717841,0.000000,308144.717841
0.3,18,nearest,3040,100.414925,40,0.052303,103.846363,305261.371213,6346.862802,311608.234015
0.3,18,proposed_d0.0,3040,87.458806,579,0.171053,103.093163,265874.770928,58479.092562,324353.863490
0.3,18,proposed_d0.25,3040,88.196578,333,0.157237,102.278531,268117.596630,33445.361276,301562.957906
0.3,18,proposed_d1.0,3040,89.821306,245,0.146053,102.841591,273056.771090,24473.789257,297530.560347
0.3,18,lowest_rtt_w10,3040,77.850591,982,0.088158,83.183909,236665.796567,63396.758350,300062.554917
0.3,18,lowest_rtt_w20,3040,79.360281,674,0.072697,83.425063,241255.253609,41064.584406,282319.838015
0.3,18,lowest_rtt_w50,3040,79.324546,340,0.053618,81.705464,241146.621268,20546.366594,261692.987862
0.3,18,lowest_rtt_w100,3040,80.453510,270,0.053947,82.927215,244578.671371,17401.815165,261980.486536
0.3,18,oracle_a1,3040,23.604530,1595,0.319079,31.728392,71757.771557,38297.175827,110054.947384
0.3,19,static,2979,108.214233,0,0.054716,112.362287,322370.199991,0.000000,322370.199991
0.3,19,nearest,2979,102.939093,16,0.051024,106.366310,306655.558917,686.408051,307341.966968
0.3,19,proposed_d0.0,2979,92.019192,523,0.182612,110.130256,274125.172372,55957.583915,330082.756287
0.3,19,proposed_d0.25,2979,93.779368,303,0.163478,109.715385,279368.738353,34102.974906,313471.713259
0.3,19,proposed_d1.0,2979,96.963578,236,0.151393,111.905261,288854.499440,27068.391602,315922.891042
0.3,19,lowest_rtt_w10,2979,78.295495,855,0.089627,83.806887,233242.278889,54552.977491,287795.256380
0.3,19,lowest_rtt_w20,2979,75.820141,468,0.073515,79.677608,225868.198829,29565.194001,255433.392830
0.3,19,lowest_rtt_w50,2979,73.696243,173,0.057737,76.089458,219541.109208,9470.699486,229011.808694
0.3,19,lowest_rtt_w100,2979,70.746630,50,0.059080,73.063222,210754.210334,2823.227136,213577.437470
0.3,19,oracle_a1,2979,25.051547,1572,0.265861,31.399432,74628.558124,35471.416667,110099.974791
0.3,20,static,3045,103.673255,0,0.045320,106.499849,315685.061437,0.000000,315685.061437
0.3,20,nearest,3045,103.632001,33,0.053202,107.342852,315559.443217,2949.911125,318509.354342
0.3,20,proposed_d0.0,3045,89.140680,622,0.156979,103.367110,271433.370491,64519.105655,335952.476146
0.3,20,proposed_d0.25,3045,90.133568,345,0.148112,103.456713,274456.714818,34605.311156,309062.025974
0.3,20,proposed_d1.0,3045,91.413612,249,0.132348,103.052403,278354.449240,25490.303072,303844.752312
0.3,20,lowest_rtt_w10,3045,83.137738,1023,0.077833,87.985902,253154.413295,79755.917932,332910.331227
0.3,20,lowest_rtt_w20,3045,82.442685,611,0.072250,86.707248,251037.974846,51713.083986,302751.058832
0.3,20,lowest_rtt_w50,3045,85.486086,331,0.060099,88.824294,260305.130421,28078.396876,288383.527297
0.3,20,lowest_rtt_w100,3045,84.409969,289,0.051888,86.920109,257028.355547,25930.809136,282959.164683
0.3,20,oracle_a1,3045,27.968991,1381,0.343514,39.557568,85165.577446,44322.246085,129487.823531
0.3,21,static,3058,109.970543,0,0.048071,113.422852,336289.921188,0.000000,336289.921188
0.3,21,nearest,3058,98.392839,22,0.048398,101.295292,300885.301163,1493.935382,302379.236545
0.3,21,proposed_d0.0,3058,88.216463,523,0.185088,105.798532,269765.942859,54433.957375,324199.900234
0.3,21,proposed_d0.25,3058,90.645749,324,0.165468,106.222061,277194.699535,35146.881868,312341.581403
0.3,21,proposed_d1.0,3058,93.372412,244,0.146501,107.056259,285532.836048,26492.106325,312024.942373
0.3,21,lowest_rtt_w10,3058,81.905345,986,0.089928,87.801130,250466.543813,67796.553174,318263.096987
0.3,21,lowest_rtt_w20,3058,82.934620,650,0.074559,87.455147,253614.066515,45706.360704,299320.427219
0.3,21,lowest_rtt_w50,3058,85.578263,388,0.052322,88.192660,261698.328806,25759.491829,287457.820635
0.3,21,lowest_rtt_w100,3058,86.249645,278,0.049706,88.656371,263751.413582,19842.998797,283594.412379
0.3,21,oracle_a1,3058,27.047569,1520,0.316220,36.631022,82711.467035,44085.246142,126796.713177
0.3,22,static,3009,98.490624,0,0.053174,101.909543,296358.286900,0.000000,296358.286900
0.3,22,nearest,3009,96.665017,6,0.051844,99.841232,290865.035428,591.783727,291456.819155
0.3,22,proposed_d0.0,3009,90.321014,551,0.172150,106.687246,271775.930996,58439.972944,330215.903940
0.3,22,proposed_d0.25,3009,91.530614,337,0.159521,106.523375,275415.616046,36835.377231,312250.993277
0.3,22,proposed_d1.0,3009,93.055167,250,0.145896,106.608949,280002.997910,26093.366352,306096.364262
0.3,22,lowest_rtt_w10,3009,83.705605,992,0.069791,87.835715,251870.166820,68023.987241,319894.154061
0.3,22,lowest_rtt_w20,3009,81.881858,616,0.054503,84.486647,246382.509710,41994.547888,288377.057598
0.3,22,lowest_rtt_w50,3009,85.271969,305,0.048521,87.518461,256583.354667,24030.924554,280614.279221
0.3,22,lowest_rtt_w100,3009,85.703117,202,0.049186,88.033093,257880.678553,17971.076041,275851.754594
0.3,22,oracle_a1,3009,25.040402,1700,0.289465,32.426833,75346.568257,42602.026768,117948.595025
0.3,23,static,3060,101.421458,0,0.048039,104.438607,310349.661415,0.000000,310349.661415
0.3,23,nearest,3060,95.390780,5,0.050000,98.306084,291895.786594,496.613844,292392.400438
0.3,23,proposed_d0.0,3060,86.103293,518,0.183987,103.066110,263476.075740,52829.622324,316305.698064
0.3,23,proposed_d0.25,3060,88.167386,324,0.165359,103.238920,269792.202142,33349.137633,303141.339775
0.3,23,proposed_d1.0,3060,90.713894,236,0.146732,103.969557,277584.514316,23668.407335,301252.921651
0.3,23,lowest_rtt_w10,3060,76.357174,920,0.077451,80.599700,233652.952263,59526.296918,293179.249181
0.3,23,lowest_rtt_w20,3060,77.181406,537,0.065359,80.438847,236175.102205,36013.688814,272188.791019
0.3,23,lowest_rtt_w50,3060,75.941251,210,0.043137,77.274668,232380.227996,15452.690289,247832.918285
0.3,23,lowest_rtt_w100,3060,75.496015,114,0.042484,76.756930,231017.806092,6908.681116,237926.487208
0.3,23,oracle_a1,3060,25.296485,1486,0.336601,35.116870,77407.245201,43587.357264,120994.602465
0.3,24,static,2894,98.411743,0,0.048376,101.312848,284803.583034,0.000000,284803.583034
0.3,24,nearest,2894,97.286891,44,0.046648,99.949352,281548.261727,2513.103998,284061.365725
0.3,24,proposed_d0.0,2894,89.778809,551,0.158950,104.368067,259819.873990,62461.650767,322281.524757
0.3,24,proposed_d0.25,2894,90.465500,321,0.151002,104.199901,261807.156607,35760.254838,297567.411445
0.3,24,proposed_d1.0,2894,92.555734,246,0.128196,103.871698,267856.293333,26390.321339,294246.614672
0.3,24,lowest_rtt_w10,2894,85.466057,1040,0.080857,90.808560,247338.769159,73714.952181,321053.721340
0.3,24,lowest_rtt_w20,2894,86.247537,718,0.068763,90.468412,249600.370702,55177.176028,304777.546730
0.3,24,lowest_rtt_w50,2894,86.789249,432,0.071182,91.287235,251168.087613,32776.133236,283944.220849
0.3,24,lowest_rtt_w100,2894,87.957162,299,0.072564,92.682573,254548.026615,22498.910997,277046.937612
0.3,24,oracle_a1,2894,27.627509,1423,0.340359,38.850714,79954.012424,45127.995535,125082.007959
0.3,25,static,2903,97.921024,0,0.035825,99.485078,284264.733926,0.000000,284264.733926
0.3,25,nearest,2903,94.203659,5,0.046848,96.735534,273473.223117,444.651086,273917.874203
0.3,25,proposed_d0.0,2903,86.135634,573,0.161213,100.306261,250051.744585,55474.004540,305525.749125
0.3,25,proposed_d0.25,2903,87.790388,319,0.151912,101.157390,254855.495282,32133.289190,286988.784472
0.3,25,proposed_d1.0,2903,89.343823,245,0.142611,101.871884,259365.119257,26085.849167,285450.968424
0.3,25,lowest_rtt_w10,2903,79.535721,995,0.081640,84.428431,230892.198276,67106.975530,297999.173806
0.3,25,lowest_rtt_w20,2903,79.941071,663,0.065105,83.368802,232068.927738,41706.274406,273775.202144
0.3,25,lowest_rtt_w50,2903,78.850142,341,0.054426,81.273575,228901.962826,18847.048800,247749.011626
0.3,25,lowest_rtt_w100,2903,81.445445,221,0.047537,83.410534,236436.125503,12137.252281,248573.377784
0.3,25,oracle_a1,2903,25.921796,1455,0.337926,36.131619,75250.972494,42286.839862,117537.812356
0.3,26,static,3057,109.640350,0,0.046124,112.845182,335170.549435,0.000000,335170.549435
0.3,26,nearest,3057,111.850463,4,0.040890,114.533720,341926.865939,430.321639,342357.187578
0.3,26,proposed_d0.0,3057,94.604127,572,0.167157,111.190423,289204.817716,64169.700793,353374.518509
0.3,26,proposed_d0.25,3057,96.046658,335,0.154073,111.175806,293614.634669,37696.964252,331311.598921
0.3,26,proposed_d1.0,3057,96.720467,263,0.144913,110.772941,295674.467638,29630.307203,325304.774841
0.3,26,lowest_rtt_w10,3057,85.789420,959,0.080471,91.122112,262258.257581,73970.005383,336228.262964
0.3,26,lowest_rtt_w20,3057,86.565259,678,0.067059,90.643758,264629.996445,53323.380425,317953.376870
0.3,26,lowest_rtt_w50,3057,92.397013,358,0.040236,94.186663,282457.668483,27362.430127,309820.098610
0.3,26,lowest_rtt_w100,3057,93.353733,284,0.046124,95.771043,285382.361815,21850.771302,307233.133117
0.3,26,oracle_a1,3057,26.790419,1579,0.289172,34.875431,81898.310771,42136.146039,124034.456810
0.3,27,static,2968,104.344817,0,0.047170,107.411392,309695.416233,0.000000,309695.416233
0.3,27,nearest,2968,102.286030,18,0.059299,106.607786,303584.938345,1726.305104,305311.243449
0.3,27,proposed_d0.0,2968,89.922194,564,0.164757,105.265458,266889.071090,61110.813419,327999.884509
0.3,27,proposed_d0.25,2968,90.329518,317,0.158693,104.990793,268098.010482,34444.662023,302542.672505
0.3,27,proposed_d1.0,2968,92.098605,233,0.143194,105.156374,273348.659639,24829.143486,298177.803125
0.3,27,lowest_rtt_w10,2968,80.300109,933,0.083895,85.470660,238330.724990,70119.080074,308449.805064
0.3,27,lowest_rtt_w20,2968,77.304904,530,0.075135,81.422570,229440.955641,38164.515157,267605.470798
0.3,27,lowest_rtt_w50,2968,79.520279,251,0.051550,81.733637,236016.186827,20269.248389,256285.435216
0.3,27,lowest_rtt_w100,2968,79.099746,148,0.060647,82.077492,234768.046537,10110.815071,244878.861608
0.3,27,oracle_a1,2968,27.029671,1461,0.348046,38.391764,80224.062806,41722.971826,121947.034632
0.3,28,static,3014,113.695431,0,0.048109,117.340547,342678.029337,0.000000,342678.029337
0.3,28,nearest,3014,109.462197,14,0.056072,113.845716,329919.060662,1368.413416,331287.474078
0.3,28,proposed_d0.0,3014,89.865312,542,0.168547,105.676796,270854.051257,57737.282720,328591.333977
0.3,28,proposed_d0.25,3014,92.536627,336,0.153616,106.968794,278905.392696,36824.754909,315730.147605
0.3,28,proposed_d1.0,3014,94.145151,241,0.140677,107.229917,283753.485599,26092.009369,309845.494968
0.3,28,lowest_rtt_w10,3014,70.778219,807,0.058726,73.069282,213325.552432,51771.942193,265097.494625
0.3,28,lowest_rtt_w20,3014,70.830061,497,0.046782,72.208076,213481.802542,32549.988741,246031.791283
0.3,28,lowest_rtt_w50,3014,68.105052,227,0.045123,69.228849,205268.628063,14502.291118,219770.919181
0.3,28,lowest_rtt_w100,3014,69.186903,161,0.042800,70.191101,208529.326349,11785.197934,220314.524283
0.3,28,oracle_a1,3014,25.087881,1569,0.277704,31.964572,75614.872431,37448.001629,113062.874060
0.3,29,static,3063,93.766512,0,0.049951,96.591349,287206.825384,0.000000,287206.825384
0.3,29,nearest,3063,94.025255,4,0.055501,97.432892,287999.356916,352.543663,288351.900579
0.3,29,proposed_d0.0,3063,83.299322,573,0.183154,99.528307,255145.823860,57585.992374,312731.816234
0.3,29,proposed_d0.25,3063,84.923692,312,0.172054,100.155863,260121.268339,32751.994312,292873.262651
0.3,29,proposed_d1.0,3063,87.106920,238,0.151159,100.262498,266808.494971,24987.724771,291796.219742
0.3,29,lowest_rtt_w10,3063,75.735315,913,0.089128,80.950276,231977.269885,66048.401689,298025.671574
0.3,29,lowest_rtt_w20,3063,74.481659,558,0.073131,78.200536,228137.322668,38243.973914,266381.296582
0.3,29,lowest_rtt_w50,3063,73.586434,228,0.054848,75.740672,225395.245973,14472.988442,239868.234415
0.3,29,lowest_rtt_w100,3063,75.618980,138,0.050278,77.516307,231620.935923,10696.127136,242317.063059
0.3,29,oracle_a1,3063,24.897032,1500,0.261508,31.005132,76259.607885,34140.910919,110400.518804
0.3,30,static,2933,102.055236,0,0.048756,105.183515,299328.007552,0.000000,299328.007552
0.3,30,nearest,2933,97.014717,12,0.055574,100.605836,284544.165872,1199.928233,285744.094105
0.3,30,proposed_d0.0,2933,95.558347,551,0.160586,111.456796,280272.631559,64228.875605,344501.507164
0.3,30,proposed_d0.25,2933,98.271088,325,0.143880,112.450459,288229.101954,37781.575530,326010.677484
0.3,30,proposed_d1.0,2933,98.942526,260,0.130242,111.459204,290198.429603,29750.820527,319949.250130
0.3,30,lowest_rtt_w10,2933,86.625724,935,0.068190,90.818605,254073.248344,73090.131427,327163.379771
0.3,30,lowest_rtt_w20,2933,84.636200,585,0.057961,87.720584,248237.973793,49753.377396,297991.351189
0.3,30,lowest_rtt_w50,2933,86.035083,316,0.043300,87.838524,252340.897739,28970.239195,281311.136934
0.3,30,lowest_rtt_w100,2933,87.466889,217,0.050460,90.008756,256540.384268,20846.108405,277386.492673
0.3,30,oracle_a1,2933,31.390524,1385,0.309240,42.548078,92068.405991,47428.403987,139496.809978
0.25,1,static,3072,93.946974,0,0.053060,97.099039,288605.104846,0.000000,288605.104846
0.25,1,nearest,3072,98.467063,25,0.044922,101.004369,302490.818351,4199.591890,306690.410241
0.25,1,proposed_d0.0,3072,85.000554,684,0.132487,95.676436,261121.701406,63575.259087,324696.960493
0.25,1,proposed_d0.25,3072,85.534832,353,0.122396,95.185091,262763.005321,33547.504111,296310.509432
0.25,1,proposed_d1.0,3072,85.298048,253,0.115560,94.181672,262035.602532,22628.655235,284664.257767
0.25,1,lowest_rtt_w10,3072,75.642580,974,0.077148,79.798943,232374.004482,67905.606387,300279.610869
0.25,1,lowest_rtt_w20,3072,74.706150,590,0.080729,79.091109,229497.292792,44295.599141,273792.891933
0.25,1,lowest_rtt_w50,3072,76.609519,364,0.078451,80.960948,235344.442686,28359.133203,263703.575889
0.25,1,lowest_rtt_w100,3072,74.986418,228,0.073893,78.809939,230358.276170,16099.230135,246457.506305
0.25,1,oracle_a1,3072,25.703907,1625,0.290690,33.418266,78962.401123,40743.751287,119706.152410
0.25,2,static,3076,97.531688,0,0.050065,100.566555,300007.472349,0.000000,300007.472349
0.25,2,nearest,3076,90.391499,5,0.050715,93.113785,278044.251303,505.132572,278549.383875
0.25,2,proposed_d0.0,3076,93.323234,709,0.131664,105.170449,287062.267998,73979.703402,361041.971400
0.25,2,proposed_d0.25,3076,94.331264,396,0.118986,104.801096,290162.969003,41608.979064,331771.948067
0.25,2,proposed_d1.0,3076,96.388315,272,0.114759,106.624479,296490.456145,29599.714423,326090.170568
0.25,2,lowest_rtt_w10,3076,79.731145,945,0.070871,83.660253,245253.001796,58541.835008,303794.836804
0.25,2,lowest_rtt_w20,3076,78.593740,566,0.064369,81.863219,241754.344669,31615.264535,273369.609204
0.25,2,lowest_rtt_w50,3076,76.577249,295,0.044538,78.053630,235551.618867,14461.072940,250012.691807
0.25,2,lowest_rtt_w100,3076,74.359607,131,0.050390,76.199299,228730.151476,7029.110190,235759.261666
0.25,2,oracle_a1,3076,27.912219,1552,0.276008,35.790744,85857.986731,39831.239011,125689.225742
0.25,3,static,2993,94.831109,0,0.052456,97.970207,283829.507750,0.000000,283829.507750
0.25,3,nearest,2993,92.412115,5,0.046776,94.848742,276589.460942,366.621124,276956.082066
0.25,3,proposed_d0.0,2993,91.735575,693,0.125626,102.628420,274564.575849,70595.633460,345160.209309
0.25,3,proposed_d0.25,2993,92.541832,382,0.120949,102.999507,276977.702090,38230.645539,315208.347629
0.25,3,proposed_d1.0,2993,91.571169,275,0.112262,100.898197,274072.509351,26848.986196,300921.495547
0.25,3,lowest_rtt_w10,2993,83.590536,1005,0.073505,88.063640,250186.474536,74007.246163,324193.720699
0.25,3,lowest_rtt_w20,2993,85.637912,707,0.067491,89.691248,256314.271912,51008.295377,307322.567289
0.25,3,lowest_rtt_w50,2993,86.437846,392,0.064484,90.258026,258708.474113,27481.532316,286190.006429
0.25,3,lowest_rtt_w100,2993,86.736581,255,0.061477,90.287144,259602.586907,19076.204550,278678.791457
0.25,3,oracle_a1,2993,28.047258,1502,0.299365,37.176654,83945.443028,40383.232073,124328.675101
0.25,4,static,2947,102.172693,0,0.046149,105.019184,301102.925031,0.000000,301102.925031
0.25,4,nearest,2947,97.735530,4,0.047506,100.510370,288026.607983,350.263260,288376.871243
0.25,4,proposed_d0.0,2947,90.415417,675,0.122158,100.719070,266454.235321,65499.690817,331953.926138
0.25,4,proposed_d0.25,2947,93.304230,396,0.109603,102.543280,274967.565781,40107.345421,315074.911202
0.25,4,proposed_d1.0,2947,94.032742,264,0.110282,103.440309,277114.489457,27357.670405,304472.159862
0.25,4,lowest_rtt_w10,2947,88.492743,1047,0.067187,92.722486,260788.113176,79760.393925,340548.507101
0.25,4,lowest_rtt_w20,2947,88.848845,720,0.061758,92.565478,261837.545834,54684.494674,316522.040508
0.25,4,lowest_rtt_w50,2947,88.020658,424,0.052596,90.796160,259396.879417,30632.931844,290029.811261
0.25,4,lowest_rtt_w100,2947,88.423466,261,0.047845,90.766199,260583.954749,21631.251327,282215.206076
0.25,4,oracle_a1,2947,24.480414,1639,0.277910,31.132416,72143.781267,41966.942045,114110.723312
0.25,5,static,2961,102.818680,0,0.058764,107.113064,304446.110009,0.000000,304446.110009
0.25,5,nearest,2961,100.711763,6,0.051672,104.090288,298207.529176,393.231552,298600.760728
0.25,5,proposed_d0.0,2961,94.829212,671,0.118879,105.353506,280789.297301,70704.638336,351493.935637
0.25,5,proposed_d0.25,2961,95.261059,381,0.113475,105.198474,282067.995090,41657.372277,323725.367367
0.25,5,proposed_d1.0,2961,96.857164,265,0.104694,105.949476,286794.061749,29925.741107,316719.802856
0.25,5,lowest_rtt_w10,2961,83.376731,974,0.066869,87.208288,246878.500612,67515.781548,314394.282160
0.25,5,lowest_rtt_w20,2961,81.283867,635,0.055049,83.902619,240681.528845,47633.592932,288315.121777
0.25,5,lowest_rtt_w50,2961,80.286151,279,0.053023,82.669506,237727.294048,23031.513849,260758.807897
0.25,5,lowest_rtt_w100,2961,79.613019,155,0.049645,81.667430,235734.148033,14679.602853,250413.750886
0.25,5,oracle_a1,2961,27.233132,1529,0.292131,35.646614,80637.303340,43917.247386,124554.550726
0.25,6,static,2952,101.519438,0,0.050474,104.809626,299685.380282,0.000000,299685.380282
0.25,6,nearest,2952,109.534339,4,0.051491,113.371917,323345.368789,295.281344,323640.650133
0.25,6,proposed_d0.0,2952,89.713271,599,0.136179,101.541010,264833.574576,61199.026341,326032.600917
0.25,6,proposed_d0.25,2952,90.947506,353,0.127371,101.930527,268477.037946,35422.146841,303899.184787
0.25,6,proposed_d1.0,2952,92.023534,262,0.117209,101.976006,271653.471098,25896.414404,297549.885502
0.25,6,lowest_rtt_w10,2952,82.662009,919,0.075203,87.221337,244018.250841,73212.538222,317230.789063
0.25,6,lowest_rtt_w20,2952,81.135538,624,0.061992,84.365514,239512.108764,49255.598966,288767.707730
0.25,6,lowest_rtt_w50,2952,79.300936,304,0.054201,81.730789,234096.363238,26412.310390,260508.673628
0.25,6,lowest_rtt_w100,2952,79.379731,120,0.052507,81.667846,234328.964690,11561.003388,245889.968078
0.25,6,oracle_a1,2952,25.543995,1429,0.279472,32.676010,75405.872230,38243.194292,113649.066522
